Brand,Processor,RAM (GB),Screen Size (inch),Battery Life (hours),Weight (kg),Operating System,Storage_Type,Storage_Capacity,Resolution_Type,GPU_Model,Price_THB
Dell,AMD Ryzen 9,64.0,14.0,8.3,1.59,Windows,SSD,2.0,Full HD,RX 6600,139423.9
Acer,AMD Ryzen 5,4.0,16.0,11.6,2.54,Linux,SSD,256.0,4K,RTX 2060,55246.1
Microsoft,Intel i9,32.0,14.0,11.5,2.97,FreeDOS,HDD,1.0,2K,GTX 1650,99101.1
Acer,AMD Ryzen 7,16.0,15.6,11.2,1.52,Windows,SSD,1.0,HD,,31894.45
HP,AMD Ryzen 3,8.0,17.3,10.5,2.72,macOS,SSD,512.0,4K,RTX 3060,56085.4
Asus,AMD Ryzen 3,8.0,13.3,,3.47,macOS,SSD,1.0,2K,RX 6800,35778.4
HP,AMD Ryzen 9,8.0,14.0,8.9,2.31,Windows,SSD,256.0,Full HD,GTX 1650,54626.95
Dell,Intel i7,32.0,14.0,11.7,3.16,Linux,HDD,1.0,Full HD,RTX 2060,53595.15
Apple,AMD Ryzen 3,8.0,15.6,8.6,1.9,Linux,SSD,1.0,HD,RTX 3080,44659.3
Microsoft,AMD Ryzen 7,8.0,16.0,9.6,1.7,Linux,SSD,512.0,2K,RX 6600,56389.55
Dell,Intel i9,64.0,16.0,7.0,2.87,macOS,SSD,2.0,4K,RX 6800,254614.15
MSI,AMD Ryzen 7,8.0,13.3,7.8,2.85,macOS,HDD,1.0,4K,RX 6600,82339.59999999999
Asus,Intel i5,16.0,16.0,4.5,2.25,FreeDOS,HDD,1.0,Full HD,RX 6800,40066.6
Acer,Intel i5,8.0,13.3,12.0,3.15,Windows,SSD,512.0,Full HD,RTX 3080,32582.55
MSI,Intel i5,8.0,17.3,5.5,2.86,Windows,SSD,512.0,2K,RTX 3080,66469.2
Samsung,AMD Ryzen 5,4.0,17.3,,3.41,Windows,SSD,2.0,4K,,36341.549999999996
Asus,AMD Ryzen 5,16.0,14.0,10.2,1.72,Linux,SSD,1.0,Full HD,,30680.65
Apple,AMD Ryzen 3,4.0,15.6,12.0,3.08,FreeDOS,HDD,1.0,2K,GTX 1650,44595.600000000006
Apple,AMD Ryzen 3,4.0,16.0,10.9,2.83,Linux,SSD,1.0,4K,RX 6600,69722.45
Dell,Intel i7,64.0,13.3,10.1,3.39,Windows,SSD,256.0,2K,GTX 1650,125860.7
Microsoft,AMD Ryzen 7,32.0,15.6,6.8,3.19,macOS,SSD,256.0,Full HD,RTX 2060,79326.45
Asus,Intel i7,16.0,14.0,9.6,2.37,FreeDOS,SSD,2.0,Full HD,RX 6600,48432.299999999996
Razer,AMD Ryzen 7,32.0,14.0,4.8,3.15,macOS,SSD,256.0,Full HD,RTX 2060,98106.05
Samsung,AMD Ryzen 9,64.0,17.3,7.1,2.91,macOS,HDD,1.0,HD,RTX 3080,105324.8
MSI,AMD Ryzen 7,16.0,13.3,10.8,3.4,FreeDOS,SSD,2.0,4K,RTX 3060,113978.2
Razer,Intel i5,32.0,17.3,11.3,1.28,macOS,SSD,2.0,HD,,46345.950000000004
Samsung,Intel i3,64.0,14.0,6.3,2.24,Windows,HDD,1.0,Full HD,GTX 1650,56689.15
Lenovo,AMD Ryzen 9,16.0,16.0,9.9,2.96,macOS,SSD,2.0,HD,RX 6800,66372.25
Asus,Intel i9,4.0,16.0,5.0,3.19,Linux,SSD,2.0,Full HD,RTX 2060,57341.549999999996
HP,Intel i3,32.0,13.3,4.3,3.04,macOS,SSD,1.0,HD,RTX 3080,43353.100000000006
Asus,Intel i9,4.0,17.3,4.3,1.7,FreeDOS,SSD,1.0,Full HD,RTX 3080,53043.2
Samsung,AMD Ryzen 3,64.0,14.0,6.1,3.07,FreeDOS,SSD,512.0,Full HD,RX 6800,70583.1
HP,Intel i9,4.0,13.3,6.8,3.1,FreeDOS,SSD,512.0,4K,RTX 2060,84852.25
Apple,AMD Ryzen 3,64.0,14.0,11.3,2.56,macOS,HDD,1.0,4K,GTX 1650,141163.05
Samsung,AMD Ryzen 3,32.0,15.6,5.9,2.75,FreeDOS,SSD,256.0,Full HD,,37272.55
MSI,AMD Ryzen 5,32.0,15.6,10.2,1.61,Windows,SSD,512.0,2K,RX 6800,97389.25
Razer,Intel i3,16.0,13.3,5.3,2.85,macOS,SSD,512.0,HD,RX 6800,37796.15
Dell,,4.0,16.0,5.4,1.6,macOS,HDD,,2K,,27706.7
Lenovo,AMD Ryzen 9,16.0,13.3,9.1,1.6,macOS,SSD,2.0,HD,RTX 3060,58345.35
Acer,Intel i9,8.0,17.3,7.1,1.33,macOS,SSD,512.0,Full HD,RX 6600,61645.85
Lenovo,Intel i9,64.0,13.3,10.5,1.52,Windows,SSD,512.0,Full HD,RTX 3060,141080.1
HP,Intel i9,8.0,16.0,6.9,3.21,Windows,SSD,256.0,2K,RTX 3060,84068.6
Apple,Intel i7,4.0,17.3,6.7,1.82,Linux,SSD,1.0,4K,RTX 2060,107831.15
Samsung,AMD Ryzen 3,4.0,13.3,6.1,2.66,Linux,SSD,256.0,Full HD,RTX 2060,28880.25
Microsoft,AMD Ryzen 9,16.0,13.3,8.9,3.12,Windows,SSD,512.0,2K,RTX 3080,87210.9
Asus,AMD Ryzen 9,32.0,15.6,12.0,3.33,FreeDOS,SSD,2.0,Full HD,RX 6800,105899.5
Apple,Intel i5,4.0,16.0,5.2,3.13,FreeDOS,HDD,1.0,2K,GTX 1650,55040.649999999994
Apple,Intel i7,4.0,16.0,4.2,2.7,Linux,SSD,1.0,2K,RTX 3080,79723.0
Microsoft,Intel i7,32.0,17.3,6.0,2.05,Linux,SSD,512.0,2K,RX 6800,97196.4
Apple,Intel i3,64.0,13.3,10.1,2.41,macOS,HDD,1.0,4K,GTX 1650,144450.6
Microsoft,Intel i3,4.0,15.6,4.3,2.61,Linux,SSD,512.0,4K,RX 6800,46361.35
MSI,Intel i7,32.0,16.0,7.4,1.28,Windows,SSD,1.0,2K,GTX 1650,118947.15
Lenovo,AMD Ryzen 5,8.0,13.3,4.1,2.42,Windows,SSD,2.0,2K,RTX 3080,39901.75
Dell,Intel i3,4.0,13.3,6.7,2.4,Linux,SSD,512.0,Full HD,RTX 3080,23393.649999999998
Apple,Intel i5,32.0,17.3,7.1,2.24,Windows,HDD,1.0,Full HD,RX 6600,75178.25
Acer,Intel i7,64.0,16.0,10.5,1.56,macOS,SSD,1.0,4K,RX 6600,184930.9
Samsung,AMD Ryzen 7,16.0,14.0,4.8,1.91,FreeDOS,HDD,1.0,4K,RX 6600,68723.9
Apple,Intel i7,32.0,14.0,7.9,1.32,macOS,SSD,2.0,HD,RTX 3060,82632.54999999999
HP,AMD Ryzen 7,32.0,15.6,7.5,2.32,macOS,SSD,512.0,HD,RTX 3080,60507.299999999996
HP,Intel i9,32.0,17.3,6.2,1.97,Linux,HDD,1.0,4K,RX 6800,138535.25
Apple,AMD Ryzen 5,64.0,13.3,8.5,2.82,Linux,SSD,256.0,4K,RTX 2060,208313.69999999998
MSI,AMD Ryzen 5,64.0,17.3,8.0,2.85,FreeDOS,HDD,1.0,Full HD,RTX 3080,94019.1
Samsung,Intel i5,8.0,15.6,9.6,2.11,macOS,SSD,1.0,4K,RX 6600,68181.4
Razer,AMD Ryzen 3,8.0,14.0,9.9,1.33,Linux,SSD,512.0,2K,RX 6800,46138.4
Dell,AMD Ryzen 7,16.0,17.3,6.1,1.54,Linux,SSD,256.0,4K,GTX 1650,97782.3
Asus,AMD Ryzen 3,8.0,13.3,4.9,2.75,FreeDOS,HDD,1.0,Full HD,RTX 3080,25959.15
,AMD Ryzen 3,64.0,13.3,8.6,2.42,macOS,HDD,1.0,4K,RX 6800,147041.30000000002
Samsung,AMD Ryzen 3,4.0,16.0,9.1,1.35,Linux,HDD,1.0,2K,GTX 1650,35113.75
MSI,AMD Ryzen 9,64.0,17.3,8.1,2.55,macOS,SSD,2.0,2K,,162629.25
Acer,Intel i5,16.0,15.6,5.8,2.72,Linux,HDD,1.0,HD,GTX 1650,38136.7
Samsung,AMD Ryzen 9,4.0,14.0,11.0,1.74,FreeDOS,SSD,256.0,2K,RX 6600,67308.15
Lenovo,Intel i9,4.0,16.0,10.4,2.69,Linux,SSD,2.0,Full HD,RTX 2060,62662.6
Dell,Intel i9,64.0,17.3,10.1,1.49,macOS,SSD,2.0,4K,GTX 1650,246291.5
Dell,Intel i7,32.0,15.6,4.2,1.24,Windows,SSD,512.0,Full HD,RTX 3080,77955.84999999999
MSI,Intel i7,8.0,16.0,7.3,2.78,FreeDOS,SSD,2.0,Full HD,RTX 2060,65382.45
Samsung,Intel i7,64.0,16.0,10.1,2.17,FreeDOS,SSD,2.0,4K,RTX 2060,185176.6
Razer,AMD Ryzen 7,4.0,14.0,5.3,2.87,Windows,SSD,2.0,HD,GTX 1650,44230.55
HP,Intel i9,32.0,16.0,7.9,2.31,Windows,HDD,1.0,4K,RX 6800,141839.25
Acer,Intel i5,8.0,14.0,7.9,2.69,Windows,SSD,1.0,2K,RTX 2060,46296.6
MSI,Intel i9,16.0,16.0,9.6,2.06,Windows,HDD,1.0,Full HD,RTX 2060,87875.2
Lenovo,Intel i3,4.0,13.3,4.3,2.72,FreeDOS,HDD,1.0,HD,RX 6600,15457.75
Samsung,AMD Ryzen 5,8.0,14.0,5.3,2.53,macOS,SSD,1.0,HD,RTX 3080,32601.100000000002
Asus,Intel i5,8.0,16.0,5.7,3.27,Windows,SSD,2.0,HD,RX 6600,34959.4
Asus,AMD Ryzen 5,8.0,16.0,5.8,1.92,Windows,SSD,2.0,Full HD,RTX 3060,40739.65
Apple,AMD Ryzen 3,4.0,15.6,4.6,3.25,Windows,SSD,512.0,2K,RTX 3080,56091.0
HP,Intel i9,16.0,14.0,7.2,1.29,Linux,SSD,256.0,4K,RX 6800,116465.3
Acer,Intel i5,32.0,16.0,8.7,2.71,Linux,HDD,1.0,HD,RX 6800,40834.5
Lenovo,Intel i9,64.0,15.6,9.6,2.92,FreeDOS,SSD,2.0,Full HD,RX 6800,151435.55
Samsung,AMD Ryzen 5,8.0,16.0,11.4,3.42,FreeDOS,SSD,2.0,4K,RX 6800,65710.05
HP,AMD Ryzen 7,32.0,14.0,6.8,2.94,FreeDOS,SSD,512.0,4K,RX 6800,116609.5
HP,AMD Ryzen 9,64.0,16.0,8.3,1.86,FreeDOS,SSD,2.0,Full HD,RTX 3080,153563.9
Razer,AMD Ryzen 7,4.0,15.6,9.5,2.23,macOS,SSD,2.0,4K,RX 6800,95181.45
Acer,AMD Ryzen 9,8.0,15.6,11.7,2.25,FreeDOS,SSD,512.0,Full HD,RTX 2060,68550.3
Dell,AMD Ryzen 9,32.0,14.0,5.5,1.91,Linux,SSD,256.0,4K,RTX 2060,151007.85
Microsoft,Intel i9,16.0,17.3,4.3,1.29,FreeDOS,SSD,512.0,HD,RTX 3060,59197.25
Asus,AMD Ryzen 5,64.0,16.0,6.4,1.35,macOS,SSD,256.0,2K,RTX 3080,116041.45
Apple,AMD Ryzen 9,32.0,17.3,9.7,3.3,macOS,SSD,2.0,4K,RTX 3060,255687.94999999998
Apple,Intel i3,16.0,14.0,9.4,1.3,Windows,SSD,2.0,Full HD,RTX 3060,51289.700000000004
MSI,Intel i9,32.0,14.0,7.4,1.81,macOS,SSD,1.0,HD,RTX 3060,94930.84999999999
Razer,AMD Ryzen 7,4.0,17.3,6.3,2.64,Linux,SSD,512.0,2K,RX 6800,77051.45
Dell,AMD Ryzen 9,16.0,17.3,11.8,2.32,FreeDOS,SSD,512.0,HD,RTX 3080,65783.2
Apple,AMD Ryzen 7,64.0,14.0,11.9,2.77,Linux,SSD,256.0,4K,RX 6800,254099.65
Apple,AMD Ryzen 5,64.0,17.3,9.2,1.81,FreeDOS,SSD,1.0,2K,GTX 1650,172979.1
Dell,AMD Ryzen 9,8.0,17.3,9.8,3.19,Linux,SSD,1.0,2K,RTX 3080,82390.35
Apple,Intel i9,16.0,16.0,5.2,2.73,FreeDOS,SSD,2.0,4K,RTX 2060,185518.9
Razer,AMD Ryzen 7,32.0,13.3,8.7,1.46,FreeDOS,SSD,256.0,HD,GTX 1650,78124.9
MSI,AMD Ryzen 5,8.0,15.6,10.8,3.19,Windows,HDD,1.0,Full HD,,33794.950000000004
Asus,AMD Ryzen 7,16.0,16.0,7.8,1.95,macOS,SSD,1.0,HD,RTX 3060,43436.4
Samsung,Intel i5,32.0,13.3,5.0,3.05,Linux,HDD,1.0,HD,,29756.65
Samsung,AMD Ryzen 5,8.0,17.3,7.7,1.76,Windows,SSD,2.0,Full HD,GTX 1650,38988.25
Microsoft,Intel i7,4.0,14.0,9.5,3.4,Windows,HDD,1.0,HD,GTX 1650,27692.350000000002
HP,Intel i9,16.0,15.6,11.5,2.15,Linux,SSD,256.0,HD,,47573.05
Apple,Intel i3,64.0,14.0,10.5,3.2,Windows,HDD,1.0,2K,RTX 3080,112866.95
Acer,AMD Ryzen 5,8.0,15.6,7.6,2.21,FreeDOS,SSD,256.0,Full HD,RX 6800,38351.95
Samsung,Intel i7,64.0,13.3,7.4,2.14,Windows,SSD,1.0,Full HD,RTX 2060,104371.4
MSI,Intel i9,4.0,17.3,10.1,2.72,macOS,SSD,2.0,Full HD,,46884.6
Microsoft,AMD Ryzen 9,4.0,17.3,8.4,3.27,macOS,SSD,256.0,4K,RTX 3080,98425.25
Lenovo,Intel i3,16.0,16.0,8.5,2.08,Windows,SSD,512.0,2K,RTX 3060,49829.5
Dell,AMD Ryzen 3,8.0,17.3,7.9,3.42,Linux,SSD,1.0,4K,RX 6800,50473.5
Dell,,4.0,13.3,7.0,3.22,Linux,SSD,2.0,2K,RTX 2060,38071.6
Microsoft,AMD Ryzen 7,4.0,17.3,4.2,2.89,macOS,SSD,2.0,4K,RTX 3060,76715.8
Razer,AMD Ryzen 9,32.0,14.0,4.4,2.42,Linux,SSD,512.0,4K,RX 6800,215398.05
Dell,AMD Ryzen 7,4.0,16.0,6.3,2.37,macOS,SSD,1.0,HD,,20344.1
Asus,AMD Ryzen 9,64.0,15.6,8.1,3.26,FreeDOS,SSD,2.0,HD,RTX 2060,130107.25
Razer,AMD Ryzen 5,16.0,14.0,5.2,1.23,Windows,SSD,512.0,Full HD,RTX 2060,54001.15
Lenovo,AMD Ryzen 9,16.0,17.3,8.4,2.23,macOS,SSD,2.0,4K,RX 6600,123849.25
Apple,AMD Ryzen 3,64.0,16.0,9.7,1.87,Windows,SSD,2.0,2K,RTX 2060,137390.05
Samsung,AMD Ryzen 5,16.0,16.0,7.3,2.47,macOS,SSD,1.0,HD,RX 6600,38980.200000000004
Lenovo,Intel i7,8.0,13.3,7.8,2.26,macOS,SSD,2.0,HD,RX 6800,36418.549999999996
Acer,Intel i9,32.0,14.0,4.9,3.24,macOS,SSD,2.0,4K,RX 6600,155438.84999999998
Acer,Intel i5,4.0,16.0,5.5,,Windows,SSD,1.0,HD,RTX 2060,32280.85
Lenovo,AMD Ryzen 9,64.0,13.3,9.9,1.65,Linux,SSD,256.0,Full HD,GTX 1650,142977.1
Asus,AMD Ryzen 7,4.0,15.6,6.3,1.32,macOS,SSD,512.0,2K,RX 6800,50986.25
Acer,AMD Ryzen 5,8.0,14.0,11.8,1.26,macOS,SSD,1.0,Full HD,RX 6600,32078.55
Apple,Intel i9,16.0,16.0,5.0,3.36,macOS,HDD,1.0,HD,RTX 3080,80332.35
Microsoft,Intel i9,16.0,14.0,9.6,2.83,Windows,SSD,1.0,4K,RTX 3060,115219.3
Acer,AMD Ryzen 9,64.0,14.0,9.6,2.36,Windows,HDD,1.0,4K,RTX 3060,189841.4
Lenovo,Intel i3,16.0,15.6,6.9,3.35,macOS,SSD,2.0,HD,RTX 3080,35930.649999999994
Lenovo,AMD Ryzen 5,4.0,14.0,8.9,2.94,Linux,SSD,2.0,4K,RX 6800,57333.149999999994
Asus,AMD Ryzen 7,64.0,13.3,10.5,1.49,FreeDOS,SSD,1.0,HD,RX 6600,84534.45
MSI,Intel i5,16.0,15.6,6.5,1.4,macOS,SSD,1.0,HD,RTX 2060,45570.35
HP,Intel i3,32.0,15.6,11.6,3.02,macOS,SSD,512.0,4K,RTX 3080,88744.59999999999
HP,AMD Ryzen 9,4.0,15.6,9.2,3.2,Linux,SSD,2.0,Full HD,RTX 3080,61686.1
Samsung,Intel i5,4.0,15.6,11.1,1.84,FreeDOS,SSD,512.0,HD,RX 6600,27503.0
Acer,Intel i7,64.0,14.0,8.6,2.96,FreeDOS,SSD,256.0,4K,RTX 3060,166852.35
MSI,Intel i3,32.0,14.0,8.0,2.9,Linux,HDD,1.0,2K,GTX 1650,61176.850000000006
Samsung,Intel i9,16.0,15.6,5.5,2.56,Linux,SSD,256.0,Full HD,RTX 3080,81427.15
Asus,Intel i7,64.0,15.6,11.1,3.12,Linux,HDD,1.0,2K,RTX 2060,120870.04999999999
Acer,AMD Ryzen 3,,17.3,4.6,2.29,macOS,SSD,1.0,HD,RTX 2060,33568.5
MSI,Intel i7,4.0,16.0,8.9,2.94,macOS,SSD,1.0,HD,RTX 3080,51144.799999999996
Dell,Intel i3,4.0,15.6,11.3,2.5,Windows,SSD,1.0,4K,,27834.8
Acer,AMD Ryzen 9,16.0,14.0,8.2,2.5,Linux,SSD,1.0,4K,RTX 2060,120097.95
Razer,AMD Ryzen 3,16.0,15.6,8.0,2.24,Linux,HDD,1.0,4K,GTX 1650,74194.40000000001
Acer,Intel i5,8.0,13.3,11.7,2.25,macOS,HDD,1.0,2K,RX 6600,35630.35
Samsung,Intel i9,16.0,15.6,4.3,1.26,FreeDOS,SSD,2.0,4K,RTX 3080,124652.5
Samsung,AMD Ryzen 5,4.0,14.0,9.9,2.43,Linux,HDD,,4K,GTX 1650,56294.700000000004
Asus,AMD Ryzen 3,8.0,13.3,7.9,1.74,FreeDOS,SSD,512.0,4K,,37542.05
HP,AMD Ryzen 9,4.0,13.3,7.5,2.55,FreeDOS,SSD,2.0,HD,,24907.399999999998
MSI,AMD Ryzen 9,16.0,17.3,7.0,1.36,Linux,SSD,256.0,4K,GTX 1650,164318.35
Dell,AMD Ryzen 7,4.0,15.6,9.3,1.45,Windows,SSD,256.0,Full HD,GTX 1650,48127.45
Microsoft,AMD Ryzen 3,64.0,17.3,11.9,1.51,Windows,HDD,1.0,Full HD,RTX 2060,66540.25
Microsoft,Intel i7,4.0,14.0,9.9,1.56,FreeDOS,SSD,1.0,2K,,33896.8
Asus,AMD Ryzen 3,4.0,13.3,11.5,2.45,macOS,SSD,2.0,4K,RTX 3060,41330.1
Microsoft,AMD Ryzen 5,64.0,13.3,8.0,1.77,Windows,SSD,1.0,HD,RX 6600,67505.55
Samsung,AMD Ryzen 9,16.0,15.6,10.0,3.04,macOS,SSD,512.0,Full HD,RTX 3080,74243.75
Apple,Intel i9,4.0,13.3,11.3,2.5,FreeDOS,SSD,2.0,Full HD,RX 6600,81657.45000000001
Samsung,AMD Ryzen 9,4.0,16.0,5.8,3.26,FreeDOS,SSD,256.0,2K,RTX 2060,71699.25
Samsung,Intel i7,8.0,13.3,11.4,2.28,macOS,SSD,2.0,HD,RTX 3080,40683.65
Razer,AMD Ryzen 3,16.0,14.0,7.5,2.73,Linux,SSD,2.0,HD,RTX 3060,44839.2
Apple,AMD Ryzen 3,16.0,14.0,7.0,1.7,Linux,SSD,2.0,HD,RX 6800,46517.1
Acer,Intel i5,4.0,15.6,4.3,1.5,Linux,SSD,256.0,Full HD,RTX 3080,39917.15
Microsoft,Intel i9,8.0,17.3,9.7,2.08,Windows,SSD,2.0,Full HD,RTX 3080,61379.5
HP,AMD Ryzen 5,16.0,13.3,9.2,2.28,Windows,SSD,1.0,4K,RX 6800,68881.75
Acer,Intel i3,64.0,14.0,4.6,3.2,Windows,HDD,1.0,2K,,47994.45
HP,AMD Ryzen 3,8.0,13.3,10.5,2.73,Windows,SSD,256.0,Full HD,RTX 3060,28154.699999999997
Microsoft,AMD Ryzen 3,8.0,16.0,5.6,2.06,macOS,SSD,2.0,4K,GTX 1650,50656.549999999996
Dell,AMD Ryzen 3,8.0,15.6,6.1,2.67,Linux,SSD,1.0,2K,RTX 3080,38078.6
MSI,Intel i3,32.0,17.3,12.0,2.71,Linux,SSD,256.0,2K,RTX 2060,87743.25
Razer,Intel i3,4.0,16.0,11.4,1.85,FreeDOS,SSD,2.0,HD,RX 6600,33694.85
Dell,AMD Ryzen 3,64.0,13.3,4.2,1.31,Linux,SSD,512.0,2K,RTX 2060,88547.2
Acer,AMD Ryzen 9,8.0,13.3,10.0,1.68,Linux,HDD,1.0,2K,RTX 3080,65154.6
MSI,Intel i3,16.0,14.0,4.6,2.18,FreeDOS,SSD,2.0,HD,RX 6600,43134.700000000004
MSI,AMD Ryzen 5,16.0,17.3,9.5,2.14,Windows,SSD,2.0,4K,RTX 3060,96835.2
Acer,AMD Ryzen 3,4.0,17.3,10.3,3.31,Linux,SSD,2.0,4K,RX 6600,45151.4
HP,Intel i7,64.0,17.3,11.0,1.29,Linux,SSD,2.0,4K,RTX 2060,186446.05
Apple,Intel i5,16.0,17.3,6.2,1.43,Windows,SSD,2.0,4K,RX 6600,112841.05
Acer,Intel i5,64.0,17.3,9.7,2.81,FreeDOS,SSD,1.0,Full HD,GTX 1650,91512.4
Microsoft,Intel i3,4.0,17.3,7.4,1.32,Linux,HDD,1.0,4K,GTX 1650,45920.7
Microsoft,Intel i9,8.0,13.3,7.6,1.6,macOS,SSD,2.0,HD,RTX 3080,46397.05
Asus,Intel i9,64.0,17.3,7.9,3.1,macOS,SSD,512.0,4K,RTX 3080,252916.30000000002
HP,Intel i9,8.0,14.0,9.1,2.32,macOS,SSD,512.0,2K,RTX 3080,70506.8
HP,Intel i3,32.0,13.3,9.8,2.3,macOS,SSD,1.0,Full HD,,36780.45
Acer,AMD Ryzen 3,16.0,16.0,9.4,3.13,Windows,SSD,1.0,HD,,27119.4
Acer,Intel i3,64.0,15.6,7.2,2.94,Windows,HDD,1.0,2K,GTX 1650,76534.85
Dell,Intel i3,8.0,15.6,7.2,2.17,Windows,SSD,256.0,2K,RX 6800,37315.950000000004
Asus,AMD Ryzen 5,64.0,14.0,9.2,2.83,Linux,SSD,1.0,Full HD,RTX 2060,79810.5
Asus,Intel i3,32.0,14.0,6.8,1.98,,SSD,512.0,HD,RTX 2060,39506.95
Dell,Intel i3,8.0,16.0,8.5,1.91,Windows,SSD,2.0,Full HD,,18264.4
HP,Intel i9,64.0,13.3,10.9,2.01,Windows,SSD,1.0,2K,RX 6800,175995.05000000002
Samsung,AMD Ryzen 3,4.0,14.0,6.0,3.43,FreeDOS,SSD,256.0,4K,RTX 3080,46930.45
MSI,AMD Ryzen 9,16.0,14.0,5.9,1.26,Windows,SSD,512.0,4K,RTX 2060,151676.0
MSI,Intel i7,16.0,16.0,7.1,1.45,Windows,HDD,1.0,2K,GTX 1650,82231.45
Apple,AMD Ryzen 5,4.0,14.0,5.5,2.74,macOS,SSD,256.0,2K,RTX 3080,56226.1
Samsung,Intel i7,16.0,13.3,8.2,2.88,macOS,SSD,512.0,Full HD,RX 6800,56611.1
Microsoft,AMD Ryzen 5,16.0,15.6,11.9,2.23,FreeDOS,SSD,256.0,HD,RTX 2060,35964.6
Razer,AMD Ryzen 5,4.0,17.3,6.4,1.54,Linux,HDD,1.0,HD,,32662.350000000002
Lenovo,AMD Ryzen 7,32.0,14.0,10.7,2.96,Windows,SSD,512.0,Full HD,RX 6600,74114.95000000001
Asus,Intel i7,8.0,14.0,9.3,1.24,Windows,HDD,1.0,HD,RX 6600,26767.3
HP,Intel i9,16.0,16.0,8.5,2.78,Windows,SSD,256.0,2K,RX 6600,92523.2
Dell,Intel i7,16.0,16.0,6.8,1.5,Windows,HDD,1.0,Full HD,RX 6800,47437.6
Asus,AMD Ryzen 9,8.0,15.6,8.4,3.11,FreeDOS,SSD,2.0,HD,RTX 3060,58326.8
Razer,Intel i7,32.0,16.0,10.7,2.23,Linux,SSD,1.0,4K,GTX 1650,175924.35
Microsoft,Intel i3,4.0,16.0,8.0,1.36,macOS,SSD,512.0,2K,,22403.15
Lenovo,Intel i9,16.0,16.0,9.6,1.66,Linux,SSD,256.0,4K,RX 6600,126300.65000000001
Razer,AMD Ryzen 5,16.0,17.3,4.8,2.59,macOS,SSD,2.0,HD,,39245.15
Asus,AMD Ryzen 9,,15.6,7.4,1.73,FreeDOS,SSD,256.0,Full HD,RTX 2060,152945.09999999998
Razer,Intel i7,32.0,14.0,7.6,,macOS,SSD,512.0,4K,,112587.3
Razer,AMD Ryzen 7,8.0,16.0,4.3,3.02,Linux,SSD,512.0,Full HD,RTX 2060,62092.1
Asus,AMD Ryzen 7,8.0,15.6,6.9,2.66,FreeDOS,SSD,256.0,Full HD,RTX 2060,46367.65
Dell,Intel i9,8.0,13.3,6.2,2.38,macOS,HDD,1.0,4K,RTX 3060,80266.90000000001
Dell,AMD Ryzen 9,16.0,17.3,6.6,1.95,Windows,SSD,512.0,4K,RTX 3080,124260.84999999999
Razer,AMD Ryzen 7,16.0,17.3,6.3,2.67,Windows,SSD,2.0,HD,GTX 1650,68932.15
MSI,AMD Ryzen 7,16.0,17.3,9.6,2.52,Linux,HDD,1.0,4K,RX 6600,102210.84999999999
Apple,Intel i7,64.0,15.6,9.6,1.25,macOS,SSD,1.0,Full HD,RX 6600,172795.7
HP,AMD Ryzen 3,64.0,17.3,11.7,2.32,Windows,SSD,256.0,HD,RX 6600,59094.0
Microsoft,AMD Ryzen 7,16.0,17.3,9.3,3.24,Windows,HDD,1.0,4K,RX 6800,74843.65
Lenovo,AMD Ryzen 7,32.0,16.0,6.5,2.61,Windows,HDD,1.0,HD,,32913.65
Acer,AMD Ryzen 3,16.0,14.0,6.1,1.42,macOS,SSD,2.0,2K,RTX 2060,44298.100000000006
HP,AMD Ryzen 3,8.0,13.3,10.3,2.34,FreeDOS,SSD,1.0,2K,RX 6800,33798.1
Lenovo,Intel i5,32.0,14.0,8.9,3.26,Windows,SSD,256.0,2K,RX 6600,65784.59999999999
Microsoft,Intel i3,4.0,16.0,5.2,3.35,Linux,HDD,,4K,GTX 1650,53610.55
Microsoft,AMD Ryzen 7,64.0,14.0,6.2,2.29,Windows,HDD,1.0,4K,RX 6800,147403.55
Acer,Intel i5,32.0,13.3,8.5,1.84,Linux,HDD,,HD,RTX 2060,44694.3
Acer,AMD Ryzen 9,4.0,13.3,9.9,2.79,Linux,SSD,1.0,HD,RTX 2060,42148.75
Razer,Intel i9,32.0,13.3,11.5,1.93,Linux,SSD,256.0,2K,,108871.7
Acer,Intel i3,16.0,13.3,9.4,3.01,macOS,SSD,256.0,HD,RX 6800,26380.2
Razer,AMD Ryzen 9,64.0,13.3,5.5,3.23,Windows,SSD,1.0,2K,GTX 1650,243965.05000000002
Lenovo,AMD Ryzen 3,16.0,,4.8,1.2,Linux,HDD,1.0,2K,RTX 2060,39604.25
MSI,Intel i7,32.0,13.3,7.8,2.31,Windows,SSD,1.0,4K,RX 6600,148556.45
HP,Intel i5,64.0,16.0,4.7,2.54,Windows,SSD,1.0,4K,RTX 3060,147458.5
Acer,Intel i5,64.0,16.0,10.2,1.92,FreeDOS,SSD,256.0,4K,,104714.75
HP,Intel i9,8.0,17.3,11.0,3.22,Windows,SSD,1.0,HD,RTX 2060,49860.299999999996
Apple,Intel i7,64.0,14.0,11.6,1.36,FreeDOS,SSD,2.0,HD,RTX 2060,125650.7
Microsoft,AMD Ryzen 9,16.0,13.3,4.5,2.13,FreeDOS,SSD,2.0,4K,RX 6800,115714.9
Microsoft,AMD Ryzen 9,32.0,13.3,10.3,1.7,macOS,SSD,512.0,Full HD,RTX 3060,94182.90000000001
Acer,Intel i3,64.0,16.0,10.8,1.3,macOS,SSD,256.0,4K,GTX 1650,127384.25
